06.06.2025                                                                                  Dynamic List Display                                                                                                                                           1


	/BIC/MD_CUS	OBJVERS	CHANGED	/BIC/MD_C_ALT	/BIC/MD_EM_BD	/BIC/MD_CU_MS	/BIC/MD_EM_GN	/BIC/MD_EM_EM	/BIC/MD_CU_YI	/BIC/MD_CU_ED	/BIC/MD_CU_OC	/BIC/MD_CU_HO	/BIC/MD_CU_NC	/BIC/MD_AD	/BIC/MD_PH
	      27710	A		AW00027710	21.06.1963	S	M	SEAN23@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           2	7437 MARGARET CT.	1 (11) 500 555-0158
	      27711	A		AW00027711	20.01.1963	M	F	BARBARA35@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           2	6991 MAUNA KEA COURT	1 (11) 500 555-0120
	      27712	A		AW00027712	08.10.1962	M	F	TERESA7@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	8277 PINOLE VALLEY RD.	1 (11) 500 555-0153
	      27713	A		AW00027713	09.04.1961	S	F	LACEY23@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	6922 HAMLET	1 (11) 500 555-0156
	      27714	A		AW00027714	23.03.1961	M	M	OMAR32@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	4456 EASTGATE	1 (11) 500 555-0193
	      27715	A		AW00027715	07.06.1961	S	F	MYA6@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	109 CLAY ROAD	1 (11) 500 555-0122
	      27716	A		AW00027716	03.10.1961	S	M	ALBERT17@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           2	9993 OAK GROVE RD.	1 (11) 500 555-0145
	      27717	A		AW00027717	04.02.1961	M	F	EBONY32@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           3	53 ODIN DR	1 (11) 500 555-0186
	      27718	A		AW00027718	26.05.1961	M	M	FRANKLIN28@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           3	5869 HEIGHTS AVENUE	1 (11) 500 555-0131
	      27719	A		AW00027719	13.11.1961	M	M	NATHAN46@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           3	3400 KRUEGER DRIVE	1 (11) 500 555-0174
	      27720	A		AW00027720	03.09.1960	M	M	ARTURO1@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           3	1707 POOR RIDGE COURT	1 (11) 500 555-0191
	      27721	A		AW00027721	11.01.1956	M	M	CLAYTON30@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	6751 DEL RIO LN.	1 (11) 500 555-0136
	      27722	A		AW00027722	02.11.1956	M	M	MELVIN9@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	8142 LONGBROOD WAY	1 (11) 500 555-0162
	      27723	A		AW00027723	18.10.1953	S	F	RUTH17@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           1	4392 AHNEITA DR.	1 (11) 500 555-0148
	      27724	A		AW00027724	25.05.1976	M	M	TYLER5@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3620 TEMPLE DRIVE	356-555-0112
	      27725	A		AW00027725	12.08.1980	M	M	SAMUEL27@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	1475 DOYLE	488-555-0164
	      27726	A		AW00027726	26.03.1980	S	F	SOPHIA20@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	8327 ROUNDHOUSE PLACE	112-555-0152
	      27727	A		AW00027727	21.03.1979	S	F	CHLOE20@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	7551 SANTA LUCIA	197-555-0175
	      27728	A		AW00027728	01.08.1937	S	F	COLLEEN25@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           2	7255 VIRGINIA HILLS DRIVE	1 (11) 500 555-0163
	      27729	A		AW00027729	15.11.1978	S	F	SOPHIA4@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00001	           2	1328 CASTLE HILL ROAD	199-555-0166
	      27730	A		AW00027730	28.08.1978	S	F	ISABELLA0@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00001	           2	4304 DOS RIOS DRIVE	377-555-0164
	      27731	A		AW00027731	04.09.1978	M	M	GABRIEL28@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	8724 STRING DRIVE	449-555-0168
	      27732	A		AW00027732	27.05.1978	M	F	KATHERINE83@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	6613 THORNHILL PLACE	205-555-0138
	      27733	A		AW00027733	02.08.1938	S	M	RONALD15@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	4113 PERSHING DR	1 (11) 500 555-0148
	      27734	A		AW00027734	06.02.1977	S	M	AARON53@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	3101 SOUTH VILLA WAY	897-555-0166
	      27735	A		AW00027735	20.06.1977	S	F	SHELBY3@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	2588 SAN VINCENTE DRIVE	429-555-0185
	      27736	A		AW00027736	21.08.1977	S	F	MACKENZIE38@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	4257 CROWN COURT	746-555-0119
	      27737	A		AW00027737	21.09.1977	S	M	BRANDON29@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	9574 BANCROFT ROAD	394-555-0190
	      27738	A		AW00027738	13.02.1979	S	F	KAYLEE29@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	8392 CARRICK CT.	737-555-0141
	      27739	A		AW00027739	05.03.1979	S	F	MARIE30@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	121 KEITH COURT	411-555-0132
	      27740	A		AW00027740	09.01.1979	M	F	JODI19@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	5496 VILLAGE PL.	883-555-0128
	      27741	A		AW00027741	15.08.1979	S	F	GABRIELLE38@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	1488 GUADALUPE DR.	121-555-0120
	      27742	A		AW00027742	12.03.1979	S	M	DEVIN3@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3394 NEAR DRIVE	260-555-0183
	      27743	A		AW00027743	28.07.1941	M	F	STEFANIE12@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	4494 EL CAMPO CT	1 (11) 500 555-0122
	      27744	A		AW00027744	16.12.1942	M	M	GILBERT33@ADVENTURE-WORKS.COM	  50.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           1	5707 BELLWOOD COURT	1 (11) 500 555-0112
	      27745	A		AW00027745	13.03.1943	S	M	LEVI18@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	7226 CASA REAL	1 (11) 500 555-0117
	      27746	A		AW00027746	10.02.1943	S	M	DALE11@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           1	9925 WILDBERRY COURT	1 (11) 500 555-0150
	      27747	A		AW00027747	11.04.1976	M	M	EDWARD53@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	7234 RELIEF VALLEY CT.	145-555-0177
	      27748	A		AW00027748	26.07.1976	S	M	LUIS9@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	6500 SOUTH STREET	180-555-0196
	      27749	A		AW00027749	21.11.1976	S	F	ALEXIS4@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	8876 WAWONA LANE	793-555-0192
	      27750	A		AW00027750	10.06.1976	S	M	CARLOS33@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	1728 WOODSIDE CT.	407-555-0187
	      27751	A		AW00027751	05.11.1976	S	F	ZOE16@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	1456 LAKE PL.	377-555-0144
	      27752	A		AW00027752	23.05.1975	S	M	CHRISTIAN29@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	929 BIRCHBARK PLACE	302-555-0121
	      27753	A		AW00027753	23.11.1975	M	M	STEVEN22@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	7623 CLOUDVIEW DR.	245-555-0124
	      27754	A		AW00027754	14.01.1974	S	M	MARCUS36@ADVENTURE-WORKS.COM	  50.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	7364 MASON DR	127-555-0119
	      27755	A		AW00027755	13.09.1974	S	F	ALYSSA53@ADVENTURE-WORKS.COM	  50.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	734 SELENA COURT	139-555-0181
	      27756	A		AW00027756	25.09.1965	S	F	ANGELA38@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00000	           1	7822 MT. TOOTH PLACE	929-555-0126
	      27757	A		AW00027757	20.07.1965	M	M	BOBBY3@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           3	20 ESTUDELLO	882-555-0118
	      27758	A		AW00027758	17.03.1965	M	F	SARA11@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           3	7218 CANYON WAY	382-555-0179
	      27759	A		AW00027759	10.05.1965	S	F	ALEXANDRIA25@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00000	           3	325 MEAGER DR	532-555-0146
	      27760	A		AW00027760	09.12.1968	S	F	LATASHA15@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	6, PLACE DE FONTENOY	1 (11) 500 555-0165
	      27761	A		AW00027761	01.06.1968	M	F	MONICA8@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	POSTFACH 8 77 8	1 (11) 500 555-0153
	      27762	A		AW00027762	22.06.1968	M	M	SHAWN9@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	8661 PEABODY ROAD	1 (11) 500 555-0137
	      27763	A		AW00027763	11.09.1967	M	F	STEPHANIE65@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           1	2, AVENUE DES LAURENTIDES	1 (11) 500 555-0165
	      27764	A		AW00027764	15.11.1967	S	F	JACLYN42@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	2141, RUE SAINT-LAZARE	1 (11) 500 555-0196
	      27765	A		AW00027765	18.07.1967	S	M	JERRY4@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	POSTFACH 22 99 99	1 (11) 500 555-0154
	      27766	A		AW00027766	10.04.1967	S	M	JOEL3@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	ERLENWEG 5194	1 (11) 500 555-0118
	      27767	A		AW00027767	10.10.1967	S	F	BRANDY2@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	HANS-ROSENTHAL-PLATZ 4612	1 (11) 500 555-0157
	      27768	A		AW00027768	20.03.1967	S	F	DEANNA11@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	3, RUE JEAN MERMOZ	1 (11) 500 555-0177
	      27769	A		AW00027769	04.05.1967	S	F	MARIE12@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	91, RUE ROYALE	1 (11) 500 555-0181
	      27770	A		AW00027770	04.05.1967	S	F	AUTUMN9@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00000	           0	MORITZSTR 4500	1 (11) 500 555-0112
	      27771	A		AW00027771	17.07.1967	S	M	TERRANCE10@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           1	98, RUE MONTCALM	1 (11) 500 555-0181
	      27772	A		AW00027772	23.03.1966	S	M	DARRELL7@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           1	1, RUE DE L?AVENIR	1 (11) 500 555-0165
	      27773	A		AW00027773	04.12.1966	S	M	ALAN7@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	82, COURS MIRABEAU	1 (11) 500 555-0173
	      27774	A		AW00027774	24.04.1966	S	M	MARC11@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           0	CARLSPLATZ 41	1 (11) 500 555-0156
	      27775	A		AW00027775	14.12.1967	S	F	NINA2@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	CLERICAL	        00000	           0	ZOLLSTR 68	1 (11) 500 555-0123
	      27776	A		AW00027776	05.05.1966	S	F	AUDREY2@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00000	           1	909, RUE SAINT DENIS	1 (11) 500 555-0197
	      27777	A		AW00027777	04.05.1966	M	M	JARRED0@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	HUSEMANN STRA?E 7574	1 (11) 500 555-0157
	      27778	A		AW00027778	23.10.1966	M	F	TABITHA12@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	8671 WESTWOOD LANE	1 (11) 500 555-0129
	      27779	A		AW00027779	26.02.1965	M	M	JORDAN10@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	1861, BOULEVARD BEAU MARCHAIS	1 (11) 500 555-0183
	      27780	A		AW00027780	19.03.1965	M	F	CHRISTY30@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	42, BOULEVARD TREMBLAY	1 (11) 500 555-0122
	      27781	A		AW00027781	11.01.1965	S	M	ALLEN5@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	9491 TOYON DR	1 (11) 500 555-0160
	      27782	A		AW00027782	23.02.1965	S	M	MASON41@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           2	1292 BOLA RATON COURT	1 (11) 500 555-0114
	      27783	A		AW00027783	14.02.1965	M	F	ISABEL1@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	2340 JILL AVE	1 (11) 500 555-0142
	      27784	A		AW00027784	02.11.1964	S	M	SHANE10@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           1	33, RUE DU PUITS DIXME	1 (11) 500 555-0121
	      27785	A		AW00027785	05.10.1931	M	M	SEBASTIAN14@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	3039 EAGLE WAY	1 (11) 500 555-0113
	      27786	A		AW00027786	05.10.1964	S	F	CYNTHIA17@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           0	6766 SEA RANCH CT.	1 (11) 500 555-0185
	      27787	A		AW00027787	08.05.1964	M	M	GERALD25@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	SKILLED MANUAL	        00000	           2	WINTER DER B?CK 345	1 (11) 500 555-0137
	      27788	A		AW00027788	24.08.1963	S	M	BRENT7@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	1674 CASTLE HILL ROAD	1 (11) 500 555-0141
	      27789	A		AW00027789	03.08.1963	M	M	NICOLAS17@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	9513 RIDGE PARK DRIVE	1 (11) 500 555-0149
	      27790	A		AW00027790	09.06.1963	S	F	MOLLY8@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	8066 PEACH PLACE	1 (11) 500 555-0139
	      27791	A		AW00027791	10.09.1963	S	F	SHAWNA1@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	LINDENALLE 7524	1 (11) 500 555-0111
	      27792	A		AW00027792	21.08.1963	S	F	JACQUELYN8@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	AM GALLBERG 456	1 (11) 500 555-0118
	      27793	A		AW00027793	07.09.1933	S	M	MITCHELL9@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           2	5, BOULEVARD DU MONTPARNASSE	1 (11) 500 555-0187
	      27794	A		AW00027794	11.04.1933	M	F	DAWN31@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	7386 ROLPH PARK DRIVE	1 (11) 500 555-0170
	      27795	A		AW00027795	02.09.1966	S	F	HOLLY5@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           0	15BIS, BOULEVARD SAINT GERMAIN	1 (11) 500 555-0138
	      27796	A		AW00027796	07.06.1966	S	M	JARROD3@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           0	3BIS, BOULEVARD SAINT GERMAIN	1 (11) 500 555-0171
	      27797	A		AW00027797	02.07.1966	M	M	MELVIN1@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00001	           0	VIKTORIA-LUISE-PLATZ 4	1 (11) 500 555-0169
	      27798	A		AW00027798	11.05.1966	M	M	BRANDON15@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00001	           0	ESSENER STRA?E 126	1 (11) 500 555-0193
	      27799	A		AW00027799	27.09.1966	S	M	BRYCE1@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	3632 RAMSAY CIRCLE	1 (11) 500 555-0117
	      27800	A		AW00027800	17.10.1966	S	F	REGINA0@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	9700 TERRA GRAND	1 (11) 500 555-0187
	      27801	A		AW00027801	03.11.1963	M	F	KAITLYN56@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	HUSEMANN STRA?E 4424	1 (11) 500 555-0139
	      27802	A		AW00027802	04.10.1963	S	F	ROBYN7@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	8514 BOUNTY WAY	1 (11) 500 555-0149
	      27803	A		AW00027803	19.02.1963	S	F	THERESA15@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           0	8, AVENUE DE VILLIERS	1 (11) 500 555-0113
	      27804	A		AW00027804	11.04.1962	S	M	SHAUN6@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	6205 LORIE LANE	1 (11) 500 555-0185
	      27805	A		AW00027805	14.09.1962	S	F	BARBARA19@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	8201, RUE MALAR	1 (11) 500 555-0198
	      27806	A		AW00027806	21.02.1962	S	F	KRISTA19@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	1522 AZALEA AVE.	1 (11) 500 555-0166
	      27807	A		AW00027807	05.12.1934	S	M	SHAUN8@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	1, RUE DE VARENNE	1 (11) 500 555-0177
	      27808	A		AW00027808	07.11.1965	M	M	CHRISTOPHER19@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	951, RUE DE CAMBRAI	1 (11) 500 555-0188
	      27809	A		AW00027809	01.11.1965	M	F	ARIANNA40@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	CURIEWEG 42	1 (11) 500 555-0188
	      27810	A		AW00027810	24.05.1964	M	F	MEGHAN7@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	2680 CORTE DEL SOL	1 (11) 500 555-0120
	      27811	A		AW00027811	11.08.1963	M	M	DARREN37@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	KURF?RSTENSTR 23	1 (11) 500 555-0149
	      27812	A		AW00027812	01.05.1977	S	F	ALISON8@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	6658, AVENUE DE VILLIERS	1 (11) 500 555-0177
	      27813	A		AW00027813	02.02.1977	S	M	ROY4@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	NONNENDAMM 22	1 (11) 500 555-0179
	      27814	A		AW00027814	25.10.1979	S	F	KATRINA9@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	CHARLOTTENSTR 57272	1 (11) 500 555-0189
	      27815	A		AW00027815	26.12.1979	M	F	JAMIE4@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	9759 DOVER WAY	1 (11) 500 555-0112
	      27816	A		AW00027816	23.12.1978	S	M	ERICK1@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	28, AVENUE DE LA GARE	1 (11) 500 555-0193
	      27817	A		AW00027817	27.04.1963	M	F	SANDRA28@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	5872 WHITEABEN DRIVE	1 (11) 500 555-0113
	      27818	A		AW00027818	08.03.1963	M	F	CANDICE4@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	7279 MICHAEL LN.	1 (11) 500 555-0123
	      27819	A		AW00027819	06.03.1963	M	F	MICHELE35@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	7983 PINECREST DR.	1 (11) 500 555-0121
	      27820	A		AW00027820	10.07.1963	M	M	JOEL2@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	413 MILLER DR	1 (11) 500 555-0112
	      27821	A		AW00027821	16.09.1963	M	M	LEONARD2@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	7013 CIMARRON DRIVE	1 (11) 500 555-0180
	      27822	A		AW00027822	18.03.1962	S	M	JERRY9@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	3663 PALM AVENUE	1 (11) 500 555-0156
	      27823	A		AW00027823	17.12.1962	M	F	JOAN18@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	CURIEWEG 2994	1 (11) 500 555-0114
	      27824	A		AW00027824	03.05.1978	S	F	MICHELE41@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	42, IMPASSE STE-MADELEINE	1 (11) 500 555-0189
	      27825	A		AW00027825	03.11.1978	S	F	CHRISTY0@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	RO?STR 5538	1 (11) 500 555-0185
	      27826	A		AW00027826	11.10.1978	S	M	NICOLAS3@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	BUERGERMEISTER-ULRICH-STR 5000	1 (11) 500 555-0155
	      27827	A		AW00027827	27.11.1978	M	F	MEAGAN5@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	8370 BIRCHWOOD DR	1 (11) 500 555-0145
	      27828	A		AW00027828	26.06.1978	M	M	ERNEST15@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	6208 VIEWPOINT COURT	1 (11) 500 555-0177
	      27829	A		AW00027829	27.09.1977	S	M	JORGE2@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	55, QUAI DE L? ITON	1 (11) 500 555-0156
	      27830	A		AW00027830	13.12.1976	S	M	CALEB50@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	CHARLOTTENSTR 572	1 (11) 500 555-0137
	      27831	A		AW00027831	09.11.1976	S	M	CLINTON11@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           1	AM GALLBERG 6186	1 (11) 500 555-0196
	      27832	A		AW00027832	08.04.1976	S	F	MARGARET3@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	WALLSTR 8834	1 (11) 500 555-0113
	      27833	A		AW00027833	05.02.1974	S	F	DAWN13@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	3782 SWEETWATER DRIVE	1 (11) 500 555-0141
	      27834	A		AW00027834	04.06.1974	S	F	DIANA18@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	172, PLACE DE LA CONCORDE	1 (11) 500 555-0183
	      27835	A		AW00027835	24.08.1974	M	M	DARREN23@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	988, RUE MARBEUF	1 (11) 500 555-0199
	      27836	A		AW00027836	19.12.1974	M	M	PEDRO30@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	6, AVENUE DE NORVEGE	1 (11) 500 555-0193
	      27837	A		AW00027837	04.10.1974	S	F	KELSEY11@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	4598 MANILA AVENUE	1 (11) 500 555-0129
	      27838	A		AW00027838	19.09.1974	M	F	JANELLE5@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	VIKTORIA-LUISE-PLATZ 64	1 (11) 500 555-0111
